SightingID,ReserveName,SpeciesCommonName,SightingDate
8317,Nankipooh,Rusty Blackbird,7/14/2011
8318,Kalispell,Chestnut-sided Warbler,1/11/2014
8319,Big Sandy Rancheria,Sprague's Pipit,10/24/2020
8320,Bishop Paiute,Varied Thrush,7/11/2021
8321,Ochillie,Common Redpoll,8/22/2013
8322,Mayaro,Hoary Redpoll,11/16/2018
8323,Acoma Pueblo,Chestnut-sided Warbler,10/27/2010
8324,Tamana,Fish Crow,5/10/2016
8325,Kasigluk,Lapland Longspur,2/6/2013
8326,Bad River,Red-faced Warbler,4/25/2013
8327,Cataula,Willow Flycatcher,4/13/2017
8328,Big Sandy Rancheria,Bobolink,3/17/2011
8329,Tamana,Wood Thrush,9/4/2016
8330,Acoma Pueblo,Pine Siskin,11/21/2013
8331,Schatulga,Pygmy Nuthatch,8/7/2012
8332,Bois Forte Band,Wood Thrush,12/28/2021
8333,Tacarigua,Bohemian Waxwing,10/3/2016
8334,Ochillie,Clay-colored Sparrow,10/27/2012
8335,Big Sandy Rancheria,Yellow-throated Warbler,5/4/2014
8336,Toccoa,Bell's Vireo,4/24/2024
8337,Nankipooh,Bohemian Waxwing,5/21/2009
8338,Beaver Village,McKay's Bunting,11/9/2010
8339,Karuk,Arctic Warbler,1/6/2012
8340,Blackfeet,Yellow-throated Warbler,11/4/2013
8341,Kaw,Chestnut-sided Warbler,1/3/2015
8342,Oropouche ,California Gnatcatcher,3/9/2024
8343,Tamana,Plumbeous Vireo,2/1/2019
8344,Karuk,Morelet's Seedeater,3/13/2014
8345,Guayaguayare,Seaside Sparrow,10/23/2012
8346,Mayaro,Pyrrhuloxia,11/6/2016
8347,Caura,Ruby-crowned Kinglet,6/22/2022
8348,Beaver Village,Swamp Sparrow,12/5/2019
8349,Oropouche ,Purple Martin,9/10/2013
8350,Tamana,Mexican Chickadee,6/7/2018
8351,Toccoa,Yellow Warbler,7/17/2009
8352,Tamana,Yellow-green Vireo,10/2/2019
8353,Mayaro,Wood Thrush,6/5/2020
8354,Kaw,Hooded Warbler,8/17/2022
8355,Cataula,Cave Swallow,3/24/2012
8356,Upatoi,Swamp Sparrow,6/23/2021
8357,Bad River,Yellow-green Vireo,3/7/2017
8358,Schatulga,Tricolored Blackbird,11/13/2021
8359,Kalispell,Orange-crowned Warbler,8/14/2014
8360,Mayaro,Yellow-green Vireo,1/8/2011
8361,Kalispell,Mexican Chickadee,8/27/2012
8362,Burns Paiute,Canada Warbler,1/28/2022
8363,Kalispell,Swamp Sparrow,9/14/2015
8364,Aripo ,California Gnatcatcher,5/11/2008
8365,Cataula,Pacific Wren,2/9/2022
8366,Beaver Village,Wood Thrush,10/20/2023
8367,Arima,Eastern Towhee,8/1/2016
8368,Karuk,Red-faced Warbler,6/8/2009
8369,Bishop Paiute,Ruby-crowned Kinglet,9/10/2009
8370,Weracoba,Olive Sparrow,9/9/2013
8371,Brotherton,Horned Lark,7/21/2015
8372,Arouca,Yellow-eyed Junco,6/29/2016
8373,Guaico,Hermit Warbler,4/23/2021
8374,Tunapuna,Canyon Towhee,11/9/2013
8375,Guaico,Eastern Towhee,1/1/2023
8376,Kasigluk,Song Sparrow,3/2/2015
8377,Aripo ,Arctic Warbler,4/2/2022
8378,Mayaro,Varied Thrush,6/22/2023
8379,Acoma Pueblo,Purple Finch,11/11/2023
8380,Tunapuna,Chestnut-collared Longspur,7/30/2016
8381,Toccoa,Scott's Oriole,2/15/2018
8382,Couva,Horned Lark,1/28/2020
8383,Arouca,Clay-colored Sparrow,3/22/2010
8384,Mucurapo,Bank Swallow,6/14/2012
8385,Caura,Common Grackle,6/7/2016
8386,Ochillie,California Gnatcatcher,9/27/2009
8387,Kasigluk,Bay-breasted Warbler,6/20/2022
8388,Blackfeet,Song Sparrow,4/1/2015
8389,Arima,Varied Thrush,4/27/2011
8390,Kalispell,Eastern Towhee,5/15/2015
8391,Carapichaima,Clay-colored Sparrow,3/2/2017
8392,Couva,Hoary Redpoll,7/18/2021
8393,Chaguanas,Phainopepla,3/24/2011
8394,Toccoa,Bell's Vireo,6/6/2020
8395,Carapichaima,Willow Flycatcher,1/3/2012
8396,Birch Creek,Yellow-breasted Chat,11/29/2013
8397,Acoma Pueblo,Boat-tailed Grackle,12/2/2012
8398,Cataula,Pyrrhuloxia,9/18/2021
8399,Arima,Kentucky Warbler,5/24/2020
8400,Arouca,Canyon Towhee,1/8/2016
8401,Toccoa,Varied Thrush,10/27/2012
8402,Toccoa,Wood Thrush,12/17/2011
8403,Caura,Sagebrush Sparrow,5/15/2020
8404,Oropouche ,Western Bluebird,1/3/2017
8405,Dahlonega,Eurasian Tree Sparrow,8/13/2023
8406,Weracoba,Lincoln's Sparrow,7/31/2021
8407,Brotherton,Cliff Swallow,8/1/2022
8408,Blackfeet,Boat-tailed Grackle,12/28/2020
8409,Upatoi,Olive Sparrow,3/13/2009
8410,Arouca,California Gnatcatcher,3/7/2016
8411,Blackfeet,Kirtland's Warbler,1/28/2013
8412,Schatulga,Golden-winged Warbler,10/10/2013
8413,Karuk,Harris's Sparrow,7/7/2022
8414,Kalispell,Varied Thrush,3/15/2024
8415,Mucurapo,Varied Thrush,2/16/2009
8416,Caroni,Swamp Sparrow,11/13/2013
8417,Guaico,Smooth-billed Ani,9/28/2017
8418,Oropouche ,Chestnut-collared Longspur,5/26/2024
8419,Brotherton,Hooded Warbler,3/4/2016
8420,Kalispell,Inca Dove,7/5/2012
8421,Dahlonega,Smooth-billed Ani,10/16/2019
8422,Bishop Paiute,Bank Swallow,1/26/2009
8423,Birch Creek,Ruby-crowned Kinglet,1/23/2023
8424,Chaguanas,Say's Phoebe,11/11/2018
8425,Bad River,White-tailed Kite,9/25/2008
8426,Tacarigua,Cave Swallow,9/26/2023
8427,Birch Creek,Brown-headed Cowbird,3/8/2021
8428,Kasigluk,Worm-eating Warbler,2/7/2019
8429,Carapichaima,Sagebrush Sparrow,6/17/2010
8430,Kalispell,Black-chinned Hummingbird,3/18/2010
8431,Dahlonega,Phainopepla,11/8/2009
8432,Blackfeet,Yellow-throated Warbler,11/27/2010
8433,Bad River,Arctic Warbler,3/27/2009
8434,Oropouche ,Yellow-green Vireo,6/24/2015
8435,Tamana,Clay-colored Sparrow,6/7/2010
8436,Chaguanas,Common Grackle,7/1/2022
8437,Big Sandy Rancheria,Smooth-billed Ani,11/11/2023
8438,Beaver Village,Varied Thrush,9/5/2010
8439,Ochillie,American Tree Sparrow,11/19/2013
8440,Chaguanas,Gray Kingbird,6/11/2010
8441,Couva,Chestnut-sided Warbler,12/23/2017
8442,Chaguanas,Olive Sparrow,12/8/2008
8443,Beaver Village,Pyrrhuloxia,4/7/2019
8444,Schatulga,Tricolored Blackbird,1/4/2023
8445,Oropouche ,Common Grackle,7/10/2013
8446,Anvik Village,Eurasian Tree Sparrow,1/27/2012
8447,Arouca,Varied Thrush,10/2/2008
8448,Blackfeet,Lincoln's Sparrow,6/2/2020
8449,Toccoa,Varied Bunting,11/15/2022
8450,Chaguanas,Clay-colored Sparrow,8/15/2022
8451,Aripo ,Hermit Thrush,6/5/2009
8452,Toccoa,Sagebrush Sparrow,11/14/2020
8453,Couva,Orchard Oriole,2/2/2017
8454,Schatulga,California Quail,8/14/2012
8455,Tunapuna,Hoary Redpoll,2/4/2022
8456,Birch Creek,Yellow-eyed Junco,8/14/2019
8457,Paria,Chestnut-collared Longspur,1/4/2011
8458,Birch Creek,Red-faced Warbler,4/20/2017
8459,Big Sandy Rancheria,Carolina Chickadee,5/3/2009
8460,Kalispell,Golden-crowned Sparrow,3/25/2008
8461,Kaw,Northern Cardinal,11/2/2013
8462,Bad River,Bewick's Wren,4/26/2021
8463,Brotherton,Northern Cardinal,3/9/2019
8464,Bois Forte Band,Yellow-green Vireo,4/24/2014
8465,Kalispell,Chestnut-sided Warbler,12/6/2013
8466,Mucurapo,Say's Phoebe,12/10/2015
8467,Anvik Village,Clay-colored Sparrow,12/22/2013
8468,Kalispell,Hoary Redpoll,7/4/2023
8469,Birch Creek,Yellow-eyed Junco,5/10/2014
8470,Mayaro,Swamp Sparrow,1/29/2014
8471,Paria,American Tree Sparrow,11/30/2010
8472,Ochillie,Brown Jay,11/21/2018
8473,Upatoi,Hammond's Flycatcher,3/13/2023
8474,Mucurapo,Brown Jay,10/21/2017
8475,Toccoa,Cave Swallow,4/11/2023
8476,Bad River,Lark Sparrow,8/13/2017
8477,Ochillie,Boreal Chickadee,8/3/2009
8478,Bad River,Smooth-billed Ani,1/1/2012
8479,Ochillie,Virginia's Warbler,9/16/2020
8480,Bois Forte Band,Sage Thrasher,10/5/2014
8481,Couva,Plumbeous Vireo,3/3/2016
8482,Bois Forte Band,Yellow-throated Warbler,12/22/2019
8483,Arima,Chestnut-sided Warbler,7/11/2016
8484,Karuk,California Gnatcatcher,8/15/2023
8485,Mucurapo,Bell's Vireo,8/14/2012
8486,Kaw,Bay-breasted Warbler,2/16/2010
8487,Tunapuna,Ruffed Grouse,11/18/2014
8488,Nankipooh,Gray Kingbird,8/12/2010
8489,Brotherton,Varied Thrush,11/18/2015
8490,Kasigluk,Dickcissel,11/18/2017
8491,Birch Creek,California Gnatcatcher,6/29/2019
8492,Upatoi,Turkey Vulture,6/7/2016
8493,Ochillie,Arctic Warbler,10/22/2022
8494,Toccoa,White-crowned Pigeon,3/2/2020
8495,Kalispell,Pine Siskin,9/23/2009
8496,Dahlonega,McKay's Bunting,7/14/2008
8497,Toccoa,Yellow-green Vireo,4/26/2014
8498,Birch Creek,Pine Warbler,10/25/2022
8499,Tunapuna,Rusty Blackbird,3/7/2010
8500,Mucurapo,Western Meadowlark,10/20/2014
8501,Cataula,Bell's Vireo,7/7/2008
8502,Upatoi,Varied Bunting,9/23/2018
8503,Acoma Pueblo,Willow Flycatcher,12/5/2013
8504,Beaver Village,Yellow-green Vireo,7/31/2015
8505,Tamana,Wood Thrush,7/22/2011
8506,Tacarigua,Ruby-crowned Kinglet,10/1/2008
8507,Guayaguayare,Smooth-billed Ani,6/14/2010
8508,Weracoba,Orchard Oriole,12/22/2009
8509,Cataula,Hermit Thrush,6/28/2016
8510,Dahlonega,Lark Bunting,8/21/2017
8511,Bad River,Cliff Swallow,2/29/2008
8512,Nankipooh,Bell's Vireo,12/19/2022
8513,Mucurapo,Prothonotary Warbler,2/10/2012
8514,Tacarigua,Varied Thrush,1/6/2013
8515,Weracoba,Canada Warbler,9/9/2014
8516,Couva,Bank Swallow,8/16/2022
8517,Karuk,Montezuma Quail,11/4/2018
8518,Cataula,Antillean Nighthawk,9/28/2015
8519,Dahlonega,Mountain Chickadee,1/7/2011
8520,Tamana,Clay-colored Sparrow,2/12/2016
8521,Upatoi,Wood Thrush,6/14/2023
8522,Bois Forte Band,Eastern Wood-Pewee,10/30/2009
8523,Aripo ,Yellow-eyed Junco,10/1/2011
8524,Cataula,Olive Sparrow,8/19/2018
8525,Mayaro,Ruby-crowned Kinglet,10/7/2020
8526,Ochillie,Yellow-eyed Junco,12/16/2021
8527,Mayaro,Phainopepla,6/12/2012
8528,Arima,California Gnatcatcher,8/1/2016
8529,Kasigluk,Bohemian Waxwing,5/13/2019
8530,Dahlonega,Clay-colored Sparrow,2/18/2015
8531,Bois Forte Band,Hoary Redpoll,6/28/2021
8532,Toccoa,Lark Sparrow,6/12/2013
8533,Toccoa,Yellow-green Vireo,10/4/2019
8534,Birch Creek,Cave Swallow,3/7/2010
8535,Tacarigua,Clay-colored Sparrow,11/18/2022
8536,Cataula,Yellow-eyed Junco,8/17/2022
8537,Upatoi,Golden-crowned Kinglet,1/22/2023
8538,Chaguanas,Clay-colored Sparrow,5/7/2012
8539,Bishop Paiute,Fish Crow,12/1/2020
8540,Kasigluk,Black-throated Blue Warbler,5/17/2010
8541,Cataula,Bank Swallow,5/29/2019
8542,Aripo ,Blue Grosbeak,11/19/2021
8543,Guaico,Black-chinned Hummingbird,8/13/2009
8544,Oropouche ,California Gnatcatcher,3/27/2008
8545,Burns Paiute,Rock Ptarmigan,1/12/2013
8546,Mayaro,Yellow-eyed Junco,6/18/2021
8547,Couva,Varied Thrush,10/8/2020
8548,Kaw,Turkey Vulture,5/5/2022
8549,Kasigluk,Pyrrhuloxia,4/18/2018
8550,Tacarigua,Willow Flycatcher,12/11/2008
8551,Birch Creek,Yellow-throated Warbler,9/10/2014
8552,Arouca,Pyrrhuloxia,10/12/2023
8553,Karuk,Bay-breasted Warbler,1/23/2019
8554,Tunapuna,California Gnatcatcher,10/27/2023
8555,Aripo ,Hoary Redpoll,1/23/2019
8556,Anvik Village,Thick-billed Kingbird,6/27/2015
8557,Guaico,Bohemian Waxwing,3/4/2019
8558,Tunapuna,Smooth-billed Ani,7/24/2008
8559,Schatulga,Song Sparrow,3/5/2014
8560,Cataula,Hoary Redpoll,10/19/2010
8561,Caura,Colima Warbler,9/2/2008
8562,Chaguanas,Yellow-eyed Junco,8/15/2016
8563,Couva,Colima Warbler,10/9/2012
8564,Burns Paiute,Yellow-headed Blackbird,8/26/2008
8565,Tunapuna,Ruby-crowned Kinglet,12/17/2009
8566,Bishop Paiute,Red Crossbill,8/16/2013
8567,Mucurapo,Smooth-billed Ani,8/2/2014
8568,Aripo ,Chestnut-collared Longspur,12/20/2019
8569,Weracoba,Yellow-green Vireo,12/18/2022
8570,Burns Paiute,California Gnatcatcher,11/28/2012
8571,Caura,Clay-colored Sparrow,3/18/2014
8572,Schatulga,Lincoln's Sparrow,2/20/2010
8573,Birch Creek,Yellow-throated Warbler,11/27/2022
8574,Cataula,Smooth-billed Ani,9/19/2014
8575,Mayaro,Antillean Nighthawk,12/20/2012
8576,Chaguanas,Sprague's Pipit,6/3/2010
8577,Guayaguayare,Black-chinned Sparrow,9/4/2008
8578,Acoma Pueblo,Yellow-green Vireo,9/17/2018
8579,Guaico,Chestnut-collared Longspur,5/3/2011
8580,Kasigluk,Spotted Towhee,1/28/2021
8581,Acoma Pueblo,Yellow-green Vireo,2/27/2017
8582,Ochillie,Colima Warbler,3/9/2015
8583,Weracoba,Song Sparrow,1/4/2009
8584,Mucurapo,Rock Ptarmigan,5/13/2008
8585,Upatoi,Yellow-eyed Junco,7/26/2017
8586,Acoma Pueblo,Lark Sparrow,9/14/2012
8587,Couva,Lark Sparrow,3/9/2018
8588,Chaguanas,Morelet's Seedeater,6/17/2018
8589,Mucurapo,Bank Swallow,2/9/2018
8590,Beaver Village,Chestnut-collared Longspur,1/25/2018
8591,Toccoa,Ruby-crowned Kinglet,5/22/2012
8592,Beaver Village,Spotted Towhee,8/25/2012
8593,Caroni,Carolina Wren,6/21/2023
8594,Couva,Yellow-eyed Junco,12/10/2008
8595,Kalispell,Purple Finch,10/5/2022
8596,Caroni,Pacific Wren,1/21/2009
8597,Tamana,Tricolored Blackbird,5/5/2014
8598,Kaw,Kirtland's Warbler,6/3/2018
8599,Arima,Clay-colored Sparrow,8/7/2009
8600,Tunapuna,Red-faced Warbler,8/6/2022
8601,Acoma Pueblo,Seaside Sparrow,6/29/2017
8602,Couva,Bank Swallow,4/16/2015
8603,Oropouche ,California Gnatcatcher,4/14/2016
8604,Brotherton,Lincoln's Sparrow,11/20/2009
8605,Karuk,Acadian Flycatcher,9/17/2018
8606,Mucurapo,Pyrrhuloxia,2/29/2024
8607,Bois Forte Band,Hooded Warbler,2/16/2014
8608,Schatulga,Willow Flycatcher,4/25/2024
8609,Kasigluk,Greater Sage-Grouse,6/24/2019
8610,Weracoba,Red-eyed Vireo,9/21/2022
8611,Beaver Village,Sagebrush Sparrow,4/17/2008
8612,Weracoba,Hermit Thrush,11/29/2018
8613,Bad River,Colima Warbler,1/6/2017
8614,Brotherton,Varied Thrush,6/3/2022
8615,Caura,Varied Thrush,8/11/2015
8616,Carapichaima,Brown Jay,1/12/2012
8617,Birch Creek,Clay-colored Sparrow,1/19/2023
8618,Carapichaima,Eastern Towhee,5/8/2013
8619,Bishop Paiute,Yellow-throated Warbler,4/29/2009
8620,Brotherton,Chestnut-sided Warbler,4/20/2018
8621,Burns Paiute,Song Sparrow,9/26/2016
8622,Kaw,Pyrrhuloxia,3/22/2017
8623,Birch Creek,Varied Thrush,3/1/2023
8624,Ochillie,Cliff Swallow,11/18/2008
8625,Carapichaima,Varied Bunting,7/2/2017
8626,Caura,Tricolored Blackbird,1/29/2022
8627,Guaico,Hermit Thrush,7/16/2019
8628,Arouca,California Gnatcatcher,3/1/2020
8629,Chaguanas,Bank Swallow,5/19/2024
8630,Tunapuna,Swamp Sparrow,4/7/2009
8631,Chaguanas,Hermit Warbler,10/8/2008
8632,Guayaguayare,Varied Bunting,11/21/2010
8633,Tamana,Red-faced Warbler,11/6/2017
8634,Tacarigua,Tricolored Blackbird,2/24/2019
8635,Big Sandy Rancheria,Snowy Owl,12/15/2012
8636,Arouca,Spotted Towhee,12/14/2016
8637,Nankipooh,Bank Swallow,8/11/2013
8638,Caroni,Smooth-billed Ani,9/5/2022
8639,Arouca,Gray Catbird,6/23/2018
8640,Brotherton,Vermilion Flycatcher,10/1/2009
8641,Anvik Village,Yellow-throated Warbler,10/29/2016
8642,Guaico,Orange-crowned Warbler,7/6/2023
8643,Oropouche ,Hooded Warbler,11/18/2012
8644,Tacarigua,Yellow-throated Warbler,10/6/2015
8645,Karuk,Plumbeous Vireo,10/2/2013
8646,Ochillie,Mountain Chickadee,12/9/2020
8647,Brotherton,Phainopepla,12/20/2011
8648,Aripo ,Song Sparrow,9/25/2019
8649,Weracoba,Red-faced Warbler,10/10/2011
8650,Kasigluk,Lark Sparrow,1/15/2011
8651,Arima,Varied Thrush,9/24/2012
8652,Tunapuna,Greater Sage-Grouse,11/28/2017
8653,Burns Paiute,Red-eyed Vireo,12/11/2021
8654,Aripo ,Chestnut-sided Warbler,11/22/2011
8655,Upatoi,California Gnatcatcher,1/23/2014
8656,Mayaro,Say's Phoebe,6/8/2018
8657,Toccoa,Pacific-slope Flycatcher,10/4/2022
8658,Guayaguayare,Chestnut-collared Longspur,10/9/2023
8659,Paria,California Gnatcatcher,11/23/2020
8660,Brotherton,Pacific Wren,6/28/2021
8661,Schatulga,Tricolored Blackbird,2/24/2021
8662,Acoma Pueblo,Rock Ptarmigan,7/5/2012
8663,Tunapuna,Blue-headed Vireo,6/20/2022
8664,Weracoba,Varied Thrush,4/10/2010
8665,Kalispell,California Gnatcatcher,2/18/2012
8666,Tacarigua,Lawrence's Goldfinch,7/9/2022
8667,Chaguanas,Varied Thrush,10/10/2015
8668,Bishop Paiute,Yellow-eyed Junco,11/5/2021
8669,Aripo ,Mountain Chickadee,4/30/2014
8670,Oropouche ,Yellow-green Vireo,2/19/2014
8671,Mayaro,Yellow-eyed Junco,10/6/2012
8672,Toccoa,Morelet's Seedeater,7/20/2016
8673,Caura,Yellow-throated Warbler,10/3/2019
8674,Blackfeet,Varied Bunting,4/29/2009
8675,Birch Creek,Sagebrush Sparrow,5/20/2017
8676,Bois Forte Band,Red-naped Sapsucker,5/12/2009
8677,Big Sandy Rancheria,Yellow-green Vireo,12/1/2023
8678,Caura,Gray Flycatcher,2/17/2017
8679,Nankipooh,Hermit Thrush,9/5/2013
8680,Weracoba,Red-faced Warbler,1/16/2014
8681,Couva,California Gnatcatcher,7/10/2019
8682,Schatulga,Black-throated Gray Warbler,7/3/2018
8683,Weracoba,Orange-crowned Warbler,4/4/2020
8684,Arouca,Wood Thrush,8/7/2017
8685,Carapichaima,Rock Ptarmigan,7/8/2009
8686,Kasigluk,Sagebrush Sparrow,2/7/2015
8687,Carapichaima,Yellow-throated Warbler,1/22/2020
8688,Mayaro,Lincoln's Sparrow,8/22/2018
8689,Big Sandy Rancheria,Sagebrush Sparrow,2/14/2016
8690,Chaguanas,Swamp Sparrow,7/21/2012
8691,Arouca,Red-faced Warbler,2/18/2022
8692,Brotherton,Lark Sparrow,11/4/2018
8693,Tacarigua,Song Sparrow,12/31/2020
8694,Cataula,Chestnut-collared Longspur,1/22/2024
8695,Weracoba,Cassin's Finch,1/2/2009
8696,Tunapuna,Sagebrush Sparrow,1/11/2014
8697,Kasigluk,Varied Thrush,8/27/2012
8698,Arouca,Northern Mockingbird,1/8/2024
8699,Guaico,Black-chinned Sparrow,4/30/2009
8700,Birch Creek,Eurasian Tree Sparrow,11/9/2015
8701,Brotherton,Bohemian Waxwing,8/8/2020
8702,Mayaro,Plumbeous Vireo,1/22/2019
8703,Bishop Paiute,Yellow-throated Warbler,9/21/2011
8704,Nankipooh,Arctic Warbler,2/19/2013
8705,Anvik Village,Yellow-throated Warbler,12/16/2019
8706,Paria,American Robin,8/23/2016
8707,Couva,Northern Cardinal,3/16/2010
8708,Karuk,Yellow-eyed Junco,9/4/2018
8709,Cataula,Brewer's Sparrow,7/26/2008
8710,Schatulga,Song Sparrow,12/28/2009
8711,Blackfeet,Yellow-green Vireo,12/17/2017
8712,Beaver Village,Colima Warbler,3/13/2024
8713,Bois Forte Band,Yellow-throated Warbler,5/6/2016
8714,Oropouche ,Antillean Nighthawk,5/9/2010
8715,Big Sandy Rancheria,Hammond's Flycatcher,1/6/2013
8716,Cataula,Orchard Oriole,5/25/2017
8717,Bad River,Hooded Warbler,3/25/2018
8718,Karuk,Phainopepla,6/21/2015
8719,Kalispell,Red-faced Warbler,6/15/2015
8720,Paria,Black-chinned Hummingbird,2/8/2018
8721,Tamana,Violet-green Swallow,5/18/2022
8722,Blackfeet,Song Sparrow,6/14/2011
8723,Karuk,Lapland Longspur,2/7/2016
8724,Guaico,Virginia's Warbler,10/31/2018
8725,Mayaro,Ruby-crowned Kinglet,7/31/2014
8726,Ochillie,Yellow-throated Warbler,8/12/2023
8727,Burns Paiute,Thick-billed Kingbird,3/9/2011
8728,Acoma Pueblo,Yellow-throated Warbler,11/20/2014
8729,Caura,Tropical Parula,4/2/2013
8730,Guaico,Blue Jay,6/29/2019
8731,Big Sandy Rancheria,Virginia's Warbler,5/11/2019
8732,Toccoa,Bohemian Waxwing,11/7/2014
8733,Tamana,Golden-crowned Sparrow,9/30/2018
8734,Guayaguayare,Mexican Chickadee,6/5/2013
8735,Upatoi,Red-faced Warbler,4/19/2016
8736,Arouca,Horned Lark,9/29/2013
8737,Caura,Lazuli Bunting,11/18/2015
8738,Acoma Pueblo,Pyrrhuloxia,8/25/2016
8739,Tunapuna,Scaled Quail,6/18/2023
8740,Nankipooh,Gray Flycatcher,9/25/2014
8741,Nankipooh,Chestnut-sided Warbler,5/18/2019
8742,Guaico,Sagebrush Sparrow,6/22/2016
8743,Dahlonega,Western Bluebird,12/11/2009
8744,Nankipooh,Colima Warbler,6/24/2010
8745,Bois Forte Band,Canyon Towhee,1/26/2012
8746,Mayaro,Varied Thrush,2/14/2012
8747,Arouca,Florida Scrub-Jay,10/9/2020
8748,Dahlonega,Chipping Sparrow,8/31/2018
8749,Guayaguayare,Mourning Warbler,8/19/2020
8750,Upatoi,Varied Thrush,7/9/2012
8751,Carapichaima,Bell's Vireo,1/23/2009
8752,Guayaguayare,Yellow-eyed Junco,2/19/2010
8753,Bishop Paiute,Sedge Wren,11/16/2020
8754,Upatoi,Eastern Kingbird,9/2/2011
8755,Cataula,Willow Flycatcher,4/25/2017
8756,Arima,Varied Thrush,11/15/2010
8757,Blackfeet,Ruffed Grouse,4/30/2008
8758,Tamana,Eurasian Tree Sparrow,4/23/2009
8759,Birch Creek,Inca Dove,3/2/2008
8760,Dahlonega,Pyrrhuloxia,10/9/2010
8761,Caroni,Swamp Sparrow,6/11/2018
8762,Caura,Yellow-green Vireo,8/28/2019
8763,Brotherton,Chestnut-sided Warbler,6/23/2014
8764,Anvik Village,Kirtland's Warbler,10/7/2016
8765,Weracoba,Hammond's Flycatcher,5/11/2019
8766,Acoma Pueblo,Cliff Swallow,9/8/2009
8767,Cataula,Orange-crowned Warbler,10/25/2021
8768,Aripo ,Gray Flycatcher,3/10/2018
8769,Schatulga,Pyrrhuloxia,6/28/2019
8770,Ochillie,Fish Crow,4/4/2022
8771,Caroni,Varied Thrush,7/5/2013
8772,Tunapuna,Yellow-green Vireo,8/24/2016
8773,Birch Creek,California Gnatcatcher,8/26/2017
8774,Toccoa,Eastern Meadowlark,1/7/2013
8775,Brotherton,California Gnatcatcher,6/9/2015
8776,Arouca,Orange-crowned Warbler,5/31/2023
8777,Caroni,Rusty Blackbird,4/28/2009
8778,Paria,Tricolored Blackbird,10/20/2016
8779,Beaver Village,Gray Catbird,8/12/2018
8780,Nankipooh,Arctic Warbler,1/19/2015
8781,Arouca,Canyon Towhee,1/7/2024
8782,Weracoba,American Tree Sparrow,5/21/2017
8783,Schatulga,Mourning Dove,7/27/2021
8784,Karuk,Lincoln's Sparrow,6/22/2012
8785,Schatulga,Bank Swallow,5/28/2023
8786,Kaw,European Starling,1/10/2023
8787,Beaver Village,Pyrrhuloxia,9/19/2015
8788,Acoma Pueblo,Say's Phoebe,9/27/2009
8789,Aripo ,Orange-crowned Warbler,5/11/2022
8790,Bois Forte Band,Bay-breasted Warbler,2/20/2015
8791,Kaw,Eurasian Tree Sparrow,4/16/2013
8792,Couva,Smooth-billed Ani,12/13/2012
8793,Anvik Village,Black-throated Blue Warbler,4/2/2015
8794,Caroni,Orchard Oriole,4/30/2016
8795,Arima,Gray Catbird,10/21/2010
8796,Karuk,Chestnut-sided Warbler,11/2/2022
8797,Toccoa,Sagebrush Sparrow,4/14/2008
8798,Toccoa,Ruby-crowned Kinglet,10/12/2012
8799,Guaico,Yellow-billed Magpie,6/30/2017
8800,Bishop Paiute,Boat-tailed Grackle,3/28/2011
8801,Aripo ,Tricolored Blackbird,6/25/2020
8802,Birch Creek,Pyrrhuloxia,9/5/2013
8803,Carapichaima,Common Grackle,7/13/2017
8804,Cataula,Black-throated Blue Warbler,5/27/2019
8805,Oropouche ,California Gnatcatcher,9/4/2010
8806,Kalispell,Bank Swallow,9/30/2021
8807,Bois Forte Band,Yellow-rumped Warbler,7/13/2008
8808,Caura,Willow Flycatcher,6/1/2022
8809,Aripo ,Northern Cardinal,2/27/2016
8810,Mucurapo,Gray-headed Chickadee,5/5/2014
8811,Carapichaima,Black-chinned Hummingbird,5/6/2024
8812,Anvik Village,Bay-breasted Warbler,12/31/2010
8813,Bishop Paiute,Ruby-crowned Kinglet,9/16/2011
8814,Blackfeet,Varied Thrush,5/10/2021
8815,Kasigluk,Black-chinned Sparrow,8/25/2013
8816,Brotherton,Hermit Warbler,5/27/2024
8817,Arouca,White-crowned Pigeon,11/6/2013
8818,Caroni,Inca Dove,6/2/2019
8819,Tamana,Hammond's Flycatcher,3/24/2018
8820,Tamana,Mangrove Cuckoo,8/1/2023
8821,Burns Paiute,Yellow-eyed Junco,4/19/2009
8822,Beaver Village,Red-eyed Vireo,12/24/2019
8823,Nankipooh,Bay-breasted Warbler,3/24/2021
8824,Couva,Common Nighthawk,3/8/2021
8825,Tunapuna,Vaux's Swift,10/10/2023
8826,Kalispell,Smooth-billed Ani,9/9/2009
8827,Tamana,Ruby-crowned Kinglet,3/11/2023
8828,Karuk,Red-faced Warbler,11/10/2019
8829,Tacarigua,California Gnatcatcher,12/5/2016
8830,Burns Paiute,Pyrrhuloxia,3/3/2011
8831,Tacarigua,Lapland Longspur,1/19/2023
8832,Beaver Village,Colima Warbler,7/24/2009
8833,Kaw,Mangrove Cuckoo,1/30/2022
8834,Tamana,Orchard Oriole,10/22/2011
8835,Couva,Eastern Meadowlark,3/23/2015
8836,Arouca,Montezuma Quail,11/20/2021
8837,Acoma Pueblo,Chestnut-sided Warbler,1/29/2023
8838,Oropouche ,Kirtland's Warbler,3/8/2015
8839,Beaver Village,Say's Phoebe,5/27/2020
8840,Brotherton,Orchard Oriole,6/28/2022
